Driver type,Sex,Age group ,severity,year,result
Light goods vehicle drivers,Female,Under 16,FSC (unadjusted),2019,0
Light goods vehicle drivers,Female,Under 16,FSC (unadjusted),2020,0
Light goods vehicle drivers,Female,Under 16,FSC (unadjusted),2021,0
Light goods vehicle drivers,Female,16,FSC (unadjusted),2012,0
Light goods vehicle drivers,Female,16,FSC (unadjusted),2013,0
Light goods vehicle drivers,Female,16,FSC (unadjusted),2014,0
Light goods vehicle drivers,Female,16,FSC (unadjusted),2015,0
Light goods vehicle drivers,Female,16,FSC (unadjusted),2016,0
Light goods vehicle drivers,Female,16,FSC (unadjusted),2017,0
Light goods vehicle drivers,Female,16,FSC (unadjusted),2018,0
Light goods vehicle drivers,Female,16,FSC (unadjusted),2019,0
Light goods vehicle drivers,Female,16,FSC (unadjusted),2020,0
Light goods vehicle drivers,Female,16,FSC (unadjusted),2021,0
Light goods vehicle drivers,Female,17-20,FSC (unadjusted),2012,2
Light goods vehicle drivers,Female,17-20,FSC (unadjusted),2013,0
Light goods vehicle drivers,Female,17-20,FSC (unadjusted),2014,1
Light goods vehicle drivers,Female,17-20,FSC (unadjusted),2015,2
Light goods vehicle drivers,Female,17-20,FSC (unadjusted),2016,0
Light goods vehicle drivers,Female,17-20,FSC (unadjusted),2017,0
Light goods vehicle drivers,Female,17-20,FSC (unadjusted),2018,2
Light goods vehicle drivers,Female,17-20,FSC (unadjusted),2019,1
Light goods vehicle drivers,Female,17-20,FSC (unadjusted),2020,2
Light goods vehicle drivers,Female,17-20,FSC (unadjusted),2021,1
Light goods vehicle drivers,Female,21-24,FSC (unadjusted),2012,4
Light goods vehicle drivers,Female,21-24,FSC (unadjusted),2013,4
Light goods vehicle drivers,Female,21-24,FSC (unadjusted),2014,7
Light goods vehicle drivers,Female,21-24,FSC (unadjusted),2015,6
Light goods vehicle drivers,Female,21-24,FSC (unadjusted),2016,0
Light goods vehicle drivers,Female,21-24,FSC (unadjusted),2017,3
Light goods vehicle drivers,Female,21-24,FSC (unadjusted),2018,3
Light goods vehicle drivers,Female,21-24,FSC (unadjusted),2019,2
Light goods vehicle drivers,Female,21-24,FSC (unadjusted),2020,7
Light goods vehicle drivers,Female,21-24,FSC (unadjusted),2021,6
Light goods vehicle drivers,Female,25-29,FSC (unadjusted),2012,6
Light goods vehicle drivers,Female,25-29,FSC (unadjusted),2013,10
Light goods vehicle drivers,Female,25-29,FSC (unadjusted),2014,5
Light goods vehicle drivers,Female,25-29,FSC (unadjusted),2015,7
Light goods vehicle drivers,Female,25-29,FSC (unadjusted),2016,7
Light goods vehicle drivers,Female,25-29,FSC (unadjusted),2017,8
Light goods vehicle drivers,Female,25-29,FSC (unadjusted),2018,10
Light goods vehicle drivers,Female,25-29,FSC (unadjusted),2019,7
Light goods vehicle drivers,Female,25-29,FSC (unadjusted),2020,11
Light goods vehicle drivers,Female,25-29,FSC (unadjusted),2021,14
Light goods vehicle drivers,Female,30-39,FSC (unadjusted),2012,16
Light goods vehicle drivers,Female,30-39,FSC (unadjusted),2013,10
Light goods vehicle drivers,Female,30-39,FSC (unadjusted),2014,19
Light goods vehicle drivers,Female,30-39,FSC (unadjusted),2015,17
Light goods vehicle drivers,Female,30-39,FSC (unadjusted),2016,17
Light goods vehicle drivers,Female,30-39,FSC (unadjusted),2017,18
Light goods vehicle drivers,Female,30-39,FSC (unadjusted),2018,16
Light goods vehicle drivers,Female,30-39,FSC (unadjusted),2019,23
Light goods vehicle drivers,Female,30-39,FSC (unadjusted),2020,16
Light goods vehicle drivers,Female,30-39,FSC (unadjusted),2021,25
Light goods vehicle drivers,Female,40-49,FSC (unadjusted),2012,25
Light goods vehicle drivers,Female,40-49,FSC (unadjusted),2013,15
Light goods vehicle drivers,Female,40-49,FSC (unadjusted),2014,21
Light goods vehicle drivers,Female,40-49,FSC (unadjusted),2015,23
Light goods vehicle drivers,Female,40-49,FSC (unadjusted),2016,20
Light goods vehicle drivers,Female,40-49,FSC (unadjusted),2017,21
Light goods vehicle drivers,Female,40-49,FSC (unadjusted),2018,17
Light goods vehicle drivers,Female,40-49,FSC (unadjusted),2019,20
Light goods vehicle drivers,Female,40-49,FSC (unadjusted),2020,19
Light goods vehicle drivers,Female,40-49,FSC (unadjusted),2021,25
Light goods vehicle drivers,Female,50-59,FSC (unadjusted),2012,7
Light goods vehicle drivers,Female,50-59,FSC (unadjusted),2013,10
Light goods vehicle drivers,Female,50-59,FSC (unadjusted),2014,16
Light goods vehicle drivers,Female,50-59,FSC (unadjusted),2015,9
Light goods vehicle drivers,Female,50-59,FSC (unadjusted),2016,22
Light goods vehicle drivers,Female,50-59,FSC (unadjusted),2017,12
Light goods vehicle drivers,Female,50-59,FSC (unadjusted),2018,16
Light goods vehicle drivers,Female,50-59,FSC (unadjusted),2019,30
Light goods vehicle drivers,Female,50-59,FSC (unadjusted),2020,22
Light goods vehicle drivers,Female,50-59,FSC (unadjusted),2021,30
Light goods vehicle drivers,Female,60-69,FSC (unadjusted),2012,4
Light goods vehicle drivers,Female,60-69,FSC (unadjusted),2013,5
Light goods vehicle drivers,Female,60-69,FSC (unadjusted),2014,7
Light goods vehicle drivers,Female,60-69,FSC (unadjusted),2015,5
Light goods vehicle drivers,Female,60-69,FSC (unadjusted),2016,4
Light goods vehicle drivers,Female,60-69,FSC (unadjusted),2017,2
Light goods vehicle drivers,Female,60-69,FSC (unadjusted),2018,8
Light goods vehicle drivers,Female,60-69,FSC (unadjusted),2019,6
Light goods vehicle drivers,Female,60-69,FSC (unadjusted),2020,6
Light goods vehicle drivers,Female,60-69,FSC (unadjusted),2021,11
Light goods vehicle drivers,Female,70 and over,FSC (unadjusted),2012,0
Light goods vehicle drivers,Female,70 and over,FSC (unadjusted),2013,1
Light goods vehicle drivers,Female,70 and over,FSC (unadjusted),2014,1
Light goods vehicle drivers,Female,70 and over,FSC (unadjusted),2015,2
Light goods vehicle drivers,Female,70 and over,FSC (unadjusted),2016,3
Light goods vehicle drivers,Female,70 and over,FSC (unadjusted),2017,1
Light goods vehicle drivers,Female,70 and over,FSC (unadjusted),2018,5
Light goods vehicle drivers,Female,70 and over,FSC (unadjusted),2019,2
Light goods vehicle drivers,Female,70 and over,FSC (unadjusted),2020,1
Light goods vehicle drivers,Female,70 and over,FSC (unadjusted),2021,9
Light goods vehicle drivers,Female,All ages,FSC (unadjusted),2012,66
Light goods vehicle drivers,Female,All ages,FSC (unadjusted),2013,59
Light goods vehicle drivers,Female,All ages,FSC (unadjusted),2014,81
Light goods vehicle drivers,Female,All ages,FSC (unadjusted),2015,71
Light goods vehicle drivers,Female,All ages,FSC (unadjusted),2016,73
Light goods vehicle drivers,Female,All ages,FSC (unadjusted),2017,66
Light goods vehicle drivers,Female,All ages,FSC (unadjusted),2018,79
Light goods vehicle drivers,Female,All ages,FSC (unadjusted),2019,93
Light goods vehicle drivers,Female,All ages,FSC (unadjusted),2020,86
Light goods vehicle drivers,Female,All ages,FSC (unadjusted),2021,124
Heavy goods vehicle drivers,Female,Under 16,FSC (unadjusted),2012,0
Heavy goods vehicle drivers,Female,Under 16,FSC (unadjusted),2013,0
Heavy goods vehicle drivers,Female,Under 16,FSC (unadjusted),2014,0
Heavy goods vehicle drivers,Female,Under 16,FSC (unadjusted),2015,0
Heavy goods vehicle drivers,Female,Under 16,FSC (unadjusted),2016,0
Heavy goods vehicle drivers,Female,Under 16,FSC (unadjusted),2017,0
Heavy goods vehicle drivers,Female,Under 16,FSC (unadjusted),2018,0
Heavy goods vehicle drivers,Female,Under 16,FSC (unadjusted),2019,0
Heavy goods vehicle drivers,Female,Under 16,FSC (unadjusted),2020,0
Heavy goods vehicle drivers,Female,Under 16,FSC (unadjusted),2021,0
Heavy goods vehicle drivers,Female,16,FSC (unadjusted),2012,0
Heavy goods vehicle drivers,Female,16,FSC (unadjusted),2013,0
Heavy goods vehicle drivers,Female,16,FSC (unadjusted),2014,0
Heavy goods vehicle drivers,Female,16,FSC (unadjusted),2015,0
Heavy goods vehicle drivers,Female,16,FSC (unadjusted),2016,0
Heavy goods vehicle drivers,Female,16,FSC (unadjusted),2017,0
Heavy goods vehicle drivers,Female,16,FSC (unadjusted),2018,0
Heavy goods vehicle drivers,Female,16,FSC (unadjusted),2019,0
Heavy goods vehicle drivers,Female,16,FSC (unadjusted),2020,0
Heavy goods vehicle drivers,Female,16,FSC (unadjusted),2021,0
Heavy goods vehicle drivers,Female,17-20,FSC (unadjusted),2012,0
Heavy goods vehicle drivers,Female,17-20,FSC (unadjusted),2013,1
Heavy goods vehicle drivers,Female,17-20,FSC (unadjusted),2014,0
Heavy goods vehicle drivers,Female,17-20,FSC (unadjusted),2015,0
Heavy goods vehicle drivers,Female,17-20,FSC (unadjusted),2016,0
Heavy goods vehicle drivers,Female,17-20,FSC (unadjusted),2017,0
Heavy goods vehicle drivers,Female,17-20,FSC (unadjusted),2018,0
Heavy goods vehicle drivers,Female,17-20,FSC (unadjusted),2019,0
Heavy goods vehicle drivers,Female,17-20,FSC (unadjusted),2020,0
Heavy goods vehicle drivers,Female,17-20,FSC (unadjusted),2021,1
Heavy goods vehicle drivers,Female,21-24,FSC (unadjusted),2012,2
Heavy goods vehicle drivers,Female,21-24,FSC (unadjusted),2013,1
Heavy goods vehicle drivers,Female,21-24,FSC (unadjusted),2014,1
Heavy goods vehicle drivers,Female,21-24,FSC (unadjusted),2015,1
Heavy goods vehicle drivers,Female,21-24,FSC (unadjusted),2016,0
Heavy goods vehicle drivers,Female,21-24,FSC (unadjusted),2017,0
Heavy goods vehicle drivers,Female,21-24,FSC (unadjusted),2018,0
Heavy goods vehicle drivers,Female,21-24,FSC (unadjusted),2019,1
Heavy goods vehicle drivers,Female,21-24,FSC (unadjusted),2020,0
Heavy goods vehicle drivers,Female,21-24,FSC (unadjusted),2021,1
Heavy goods vehicle drivers,Female,25-29,FSC (unadjusted),2012,2
Heavy goods vehicle drivers,Female,25-29,FSC (unadjusted),2013,1
Heavy goods vehicle drivers,Female,25-29,FSC (unadjusted),2014,2
Heavy goods vehicle drivers,Female,25-29,FSC (unadjusted),2015,0
Heavy goods vehicle drivers,Female,25-29,FSC (unadjusted),2016,1
Heavy goods vehicle drivers,Female,25-29,FSC (unadjusted),2017,1
Heavy goods vehicle drivers,Female,25-29,FSC (unadjusted),2018,2
Heavy goods vehicle drivers,Female,25-29,FSC (unadjusted),2019,1
Heavy goods vehicle drivers,Female,25-29,FSC (unadjusted),2020,1
Heavy goods vehicle drivers,Female,25-29,FSC (unadjusted),2021,2
Heavy goods vehicle drivers,Female,30-39,FSC (unadjusted),2012,2
Heavy goods vehicle drivers,Female,30-39,FSC (unadjusted),2013,6
Heavy goods vehicle drivers,Female,30-39,FSC (unadjusted),2014,7
Heavy goods vehicle drivers,Female,30-39,FSC (unadjusted),2015,4
Heavy goods vehicle drivers,Female,30-39,FSC (unadjusted),2016,3
Heavy goods vehicle drivers,Female,30-39,FSC (unadjusted),2017,5
Heavy goods vehicle drivers,Female,30-39,FSC (unadjusted),2018,3
Heavy goods vehicle drivers,Female,30-39,FSC (unadjusted),2019,3
Heavy goods vehicle drivers,Female,30-39,FSC (unadjusted),2020,3
Heavy goods vehicle drivers,Female,30-39,FSC (unadjusted),2021,4
Heavy goods vehicle drivers,Female,40-49,FSC (unadjusted),2012,5
Heavy goods vehicle drivers,Female,40-49,FSC (unadjusted),2013,8
Heavy goods vehicle drivers,Female,40-49,FSC (unadjusted),2014,9
Heavy goods vehicle drivers,Female,40-49,FSC (unadjusted),2015,4
Heavy goods vehicle drivers,Female,40-49,FSC (unadjusted),2016,9
Heavy goods vehicle drivers,Female,40-49,FSC (unadjusted),2017,8
Heavy goods vehicle drivers,Female,40-49,FSC (unadjusted),2018,7
Heavy goods vehicle drivers,Female,40-49,FSC (unadjusted),2019,6
Heavy goods vehicle drivers,Female,40-49,FSC (unadjusted),2020,2
Heavy goods vehicle drivers,Female,40-49,FSC (unadjusted),2021,1
Heavy goods vehicle drivers,Female,50-59,FSC (unadjusted),2012,3
Heavy goods vehicle drivers,Female,50-59,FSC (unadjusted),2013,2
Heavy goods vehicle drivers,Female,50-59,FSC (unadjusted),2014,4
Heavy goods vehicle drivers,Female,50-59,FSC (unadjusted),2015,2
Heavy goods vehicle drivers,Female,50-59,FSC (unadjusted),2016,2
Heavy goods vehicle drivers,Female,50-59,FSC (unadjusted),2017,6
Heavy goods vehicle drivers,Female,50-59,FSC (unadjusted),2018,8
Heavy goods vehicle drivers,Female,50-59,FSC (unadjusted),2019,5
Heavy goods vehicle drivers,Female,50-59,FSC (unadjusted),2020,3
Heavy goods vehicle drivers,Female,50-59,FSC (unadjusted),2021,4
Heavy goods vehicle drivers,Female,60-69,FSC (unadjusted),2012,1
Heavy goods vehicle drivers,Female,60-69,FSC (unadjusted),2013,0
Heavy goods vehicle drivers,Female,60-69,FSC (unadjusted),2014,0
Heavy goods vehicle drivers,Female,60-69,FSC (unadjusted),2015,2
Heavy goods vehicle drivers,Female,60-69,FSC (unadjusted),2016,2
Heavy goods vehicle drivers,Female,60-69,FSC (unadjusted),2017,1
Heavy goods vehicle drivers,Female,60-69,FSC (unadjusted),2018,1
Heavy goods vehicle drivers,Female,60-69,FSC (unadjusted),2019,1
Heavy goods vehicle drivers,Female,60-69,FSC (unadjusted),2020,0
Heavy goods vehicle drivers,Female,60-69,FSC (unadjusted),2021,0
Heavy goods vehicle drivers,Female,70 and over,FSC (unadjusted),2012,0
Heavy goods vehicle drivers,Female,70 and over,FSC (unadjusted),2013,0
Heavy goods vehicle drivers,Female,70 and over,FSC (unadjusted),2014,0
Heavy goods vehicle drivers,Female,70 and over,FSC (unadjusted),2015,0
Heavy goods vehicle drivers,Female,70 and over,FSC (unadjusted),2016,0
Heavy goods vehicle drivers,Female,70 and over,FSC (unadjusted),2017,0
Heavy goods vehicle drivers,Female,70 and over,FSC (unadjusted),2018,0
Heavy goods vehicle drivers,Female,70 and over,FSC (unadjusted),2019,0
Heavy goods vehicle drivers,Female,70 and over,FSC (unadjusted),2020,0
Heavy goods vehicle drivers,Female,70 and over,FSC (unadjusted),2021,0
Heavy goods vehicle drivers,Female,All ages,FSC (unadjusted),2012,15
Heavy goods vehicle drivers,Female,All ages,FSC (unadjusted),2013,19
Heavy goods vehicle drivers,Female,All ages,FSC (unadjusted),2014,24
Heavy goods vehicle drivers,Female,All ages,FSC (unadjusted),2015,13
Heavy goods vehicle drivers,Female,All ages,FSC (unadjusted),2016,17
Heavy goods vehicle drivers,Female,All ages,FSC (unadjusted),2017,21
Heavy goods vehicle drivers,Female,All ages,FSC (unadjusted),2018,21
Heavy goods vehicle drivers,Female,All ages,FSC (unadjusted),2019,18
Heavy goods vehicle drivers,Female,All ages,FSC (unadjusted),2020,10
Heavy goods vehicle drivers,Female,All ages,FSC (unadjusted),2021,13
Other or unknown vehicle drivers,Female,Under 16,FSC (unadjusted),2012,2
Other or unknown vehicle drivers,Female,Under 16,FSC (unadjusted),2013,1
Other or unknown vehicle drivers,Female,Under 16,FSC (unadjusted),2014,1
Other or unknown vehicle drivers,Female,Under 16,FSC (unadjusted),2015,1
Other or unknown vehicle drivers,Female,Under 16,FSC (unadjusted),2016,5
Other or unknown vehicle drivers,Female,Under 16,FSC (unadjusted),2017,4
Other or unknown vehicle drivers,Female,Under 16,FSC (unadjusted),2018,4
Other or unknown vehicle drivers,Female,Under 16,FSC (unadjusted),2019,4
Other or unknown vehicle drivers,Female,Under 16,FSC (unadjusted),2020,5
Other or unknown vehicle drivers,Female,Under 16,FSC (unadjusted),2021,12
Other or unknown vehicle drivers,Female,16,FSC (unadjusted),2012,1
Other or unknown vehicle drivers,Female,16,FSC (unadjusted),2013,1
Other or unknown vehicle drivers,Female,16,FSC (unadjusted),2014,1
Other or unknown vehicle drivers,Female,16,FSC (unadjusted),2015,0
Other or unknown vehicle drivers,Female,16,FSC (unadjusted),2016,0
Other or unknown vehicle drivers,Female,16,FSC (unadjusted),2017,1
Other or unknown vehicle drivers,Female,16,FSC (unadjusted),2018,0
Other or unknown vehicle drivers,Female,16,FSC (unadjusted),2019,2
Other or unknown vehicle drivers,Female,16,FSC (unadjusted),2020,2
Other or unknown vehicle drivers,Female,16,FSC (unadjusted),2021,3
Other or unknown vehicle drivers,Female,17-20,FSC (unadjusted),2012,2
Other or unknown vehicle drivers,Female,17-20,FSC (unadjusted),2013,7
Other or unknown vehicle drivers,Female,17-20,FSC (unadjusted),2014,5
Other or unknown vehicle drivers,Female,17-20,FSC (unadjusted),2015,0
Other or unknown vehicle drivers,Female,17-20,FSC (unadjusted),2016,5
Other or unknown vehicle drivers,Female,17-20,FSC (unadjusted),2017,3
Other or unknown vehicle drivers,Female,17-20,FSC (unadjusted),2018,3
Other or unknown vehicle drivers,Female,17-20,FSC (unadjusted),2019,1
Other or unknown vehicle drivers,Female,17-20,FSC (unadjusted),2020,6
Other or unknown vehicle drivers,Female,17-20,FSC (unadjusted),2021,12
Other or unknown vehicle drivers,Female,21-24,FSC (unadjusted),2012,2
Other or unknown vehicle drivers,Female,21-24,FSC (unadjusted),2013,3
Other or unknown vehicle drivers,Female,21-24,FSC (unadjusted),2014,2
Other or unknown vehicle drivers,Female,21-24,FSC (unadjusted),2015,3
Other or unknown vehicle drivers,Female,21-24,FSC (unadjusted),2016,3
Other or unknown vehicle drivers,Female,21-24,FSC (unadjusted),2017,6
Other or unknown vehicle drivers,Female,21-24,FSC (unadjusted),2018,5
Other or unknown vehicle drivers,Female,21-24,FSC (unadjusted),2019,7
Other or unknown vehicle drivers,Female,21-24,FSC (unadjusted),2020,9
Other or unknown vehicle drivers,Female,21-24,FSC (unadjusted),2021,13
Other or unknown vehicle drivers,Female,25-29,FSC (unadjusted),2012,3
Other or unknown vehicle drivers,Female,25-29,FSC (unadjusted),2013,5
Other or unknown vehicle drivers,Female,25-29,FSC (unadjusted),2014,4
Other or unknown vehicle drivers,Female,25-29,FSC (unadjusted),2015,1
Other or unknown vehicle drivers,Female,25-29,FSC (unadjusted),2016,7
Other or unknown vehicle drivers,Female,25-29,FSC (unadjusted),2017,5
Other or unknown vehicle drivers,Female,25-29,FSC (unadjusted),2018,5
Other or unknown vehicle drivers,Female,25-29,FSC (unadjusted),2019,7
Other or unknown vehicle drivers,Female,25-29,FSC (unadjusted),2020,10
Other or unknown vehicle drivers,Female,25-29,FSC (unadjusted),2021,18
Other or unknown vehicle drivers,Female,30-39,FSC (unadjusted),2012,18
Other or unknown vehicle drivers,Female,30-39,FSC (unadjusted),2013,16
Other or unknown vehicle drivers,Female,30-39,FSC (unadjusted),2014,10
Other or unknown vehicle drivers,Female,30-39,FSC (unadjusted),2015,9
Other or unknown vehicle drivers,Female,30-39,FSC (unadjusted),2016,6
Other or unknown vehicle drivers,Female,30-39,FSC (unadjusted),2017,9
Other or unknown vehicle drivers,Female,30-39,FSC (unadjusted),2018,12
Other or unknown vehicle drivers,Female,30-39,FSC (unadjusted),2019,11
Other or unknown vehicle drivers,Female,30-39,FSC (unadjusted),2020,17
Other or unknown vehicle drivers,Female,30-39,FSC (unadjusted),2021,22
Other or unknown vehicle drivers,Female,40-49,FSC (unadjusted),2012,14
Other or unknown vehicle drivers,Female,40-49,FSC (unadjusted),2013,14
Other or unknown vehicle drivers,Female,40-49,FSC (unadjusted),2014,16
Other or unknown vehicle drivers,Female,40-49,FSC (unadjusted),2015,11
Other or unknown vehicle drivers,Female,40-49,FSC (unadjusted),2016,11
Other or unknown vehicle drivers,Female,40-49,FSC (unadjusted),2017,16
Other or unknown vehicle drivers,Female,40-49,FSC (unadjusted),2018,16
Other or unknown vehicle drivers,Female,40-49,FSC (unadjusted),2019,17
Other or unknown vehicle drivers,Female,40-49,FSC (unadjusted),2020,14
Other or unknown vehicle drivers,Female,40-49,FSC (unadjusted),2021,11
Other or unknown vehicle drivers,Female,50-59,FSC (unadjusted),2012,4
Other or unknown vehicle drivers,Female,50-59,FSC (unadjusted),2013,11
Other or unknown vehicle drivers,Female,50-59,FSC (unadjusted),2014,15
Other or unknown vehicle drivers,Female,50-59,FSC (unadjusted),2015,8
Other or unknown vehicle drivers,Female,50-59,FSC (unadjusted),2016,9
Other or unknown vehicle drivers,Female,50-59,FSC (unadjusted),2017,10
